stock_name,2014,2015,2016,2017,2018,2019,2020,2021,2022
바이오니아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오다인,,,,,,,0.0,0.0,0.0
바이오로그디바이스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오솔루션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오스마트,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0
바이오에프디엔씨,,,,,,,0.0,0.0,0.0
바이오인프라,,,,,,,0.0,0.0,0.0
바이오톡스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오플러스,,,,0.0,0.0,0.0,0.0,0.0,70.0
바이온,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이옵트로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이젠셀,,,,,,,0.0,0.0,0.0
바텍,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
박셀바이오,,,,,,,0.0,0.0,0.0
방림,,,,,,,,,
배럴,,,,0.0,0.0,0.0,0.0,0.0,0.0
백광산업,0.0,0.0,0.0,25.0,50.0,75.0,50.0,50.0,60.0
백금T&A,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
백산,60.0,60.0,90.0,100.0,100.0,100.0,100.0,100.0,150.0
밸로프,,,,,,,,,
버킷스튜디오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
범양건영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
범한퓨얼셀,,,,,,,0.0,0.0,0.0
베노홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
베뉴지,300.0,300.0,300.0,300.0,300.0,30.0,30.0,30.0,30.0
베셀,,,,,,,,,
베스파,,,,0.0,0.0,0.0,0.0,0.0,0.0
벨로크,,,,,,,,,
벽산,,,,,,,,,
보광산업,,,,,,,,,
보라티알,,,,0.0,150.0,150.0,150.0,200.0,300.0
보락,70.0,30.0,70.0,7.0,5.0,5.0,4.0,5.0,7.0
보령,200.0,200.0,200.0,800.0,60.0,100.0,100.0,100.0,100.0
보로노이,,,,,,,0.0,0.0,0.0
보성파워텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
보해양조,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
본느,0.0,0.0,0.0,,,,,,
부광약품,500.0,700.0,500.0,200.0,200.0,200.0,100.0,100.0,0.0
부국증권,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1600.0,1500.0
부국철강,,,,,,,,,
부방,,,,,,,,,
부산산업,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
부산주공,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부스타,90.0,100.0,100.0,90.0,55.0,90.0,120.0,60.0,50.0
뷰노,,,,,,,0.0,0.0,0.0
뷰웍스,100.0,100.0,200.0,200.0,300.0,400.0,450.0,750.0,700.0
브랜드엑스코퍼레이션,,,,,,,110.0,100.0,120.0
브레인즈컴퍼니,,,,,,,0.0,120.0,60.0
브리지텍,120.0,160.0,200.0,100.0,100.0,100.0,100.0,120.0,150.0
브릿지바이오테라퓨틱스,,,,,,,,,
브이씨,,,,,,,0.0,0.0,0.0
브이원텍,,,,0.0,200.0,100.0,100.0,100.0,100.0
브이티지엠피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
블레이드 Ent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
블루콤,,,,,,,,,
블리츠웨이,,,,,,,,,
비나텍,33.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
비덴트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비디아이,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
비보존 제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비비씨,,,,,,,0.0,0.0,200.0
비비안,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0
비상교육,130.0,200.0,330.0,350.0,200.0,250.0,150.0,220.0,100.0
비스토스,,,,,,,220.0,4.0,0.0
비씨엔씨,,,,,,,0.0,0.0,0.0
비씨월드제약,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
비아트론,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,150.0
비에이치,,,,,,,,,
비에이치아이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비엘,,,,,,,,,
비엘팜텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비엠티,100.0,100.0,100.0,100.0,150.0,150.0,150.0,150.0,200.0
비올,,,,,,,,,
비즈니스온,,,,180.0,234.0,285.0,300.0,200.0,0.0
비츠로셀,0.0,20.0,25.0,0.0,0.0,0.0,120.0,150.0,200.0
비츠로시스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비츠로테크,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0
비케이탑스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비케이홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비투엔,,,,,,,,,
비트나인,,,,,,,0.0,0.0,0.0
비트컴퓨터,0.0,0.0,73.0,0.0,0.0,61.0,61.0,61.0,61.0
비플라이소프트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비피도,,,,0.0,0.0,0.0,0.0,0.0,0.0
빅솔론,200.0,400.0,300.0,300.0,180.0,190.0,150.0,250.0,400.0
빅텍,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
빙그레,1250.0,1250.0,1250.0,1250.0,1350.0,1450.0,1600.0,1400.0,1500.0
빛샘전자,0.0,200.0,100.0,100.0,50.0,100.0,50.0,100.0,50.0
사람인,80.0,90.0,120.0,60.0,390.0,580.0,600.0,600.0,700.0
사조대림,200.0,0.0,100.0,150.0,150.0,150.0,200.0,300.0,350.0
사조동아원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사조산업,0.0,0.0,150.0,200.0,250.0,150.0,200.0,300.0,350.0
사조씨푸드,0.0,0.0,50.0,70.0,70.0,0.0,0.0,60.0,40.0
사조오양,0.0,0.0,100.0,120.0,50.0,100.0,150.0,200.0,120.0
산돌,,,,,,,3529.0,2476.0,180.0
삼기,70.0,90.0,90.0,90.0,45.0,0.0,0.0,30.0,0.0
삼기이브이,,,,,,,0.0,0.0,0.0
삼륭물산,50.0,50.0,50.0,75.0,75.0,75.0,75.0,75.0,0.0
삼목에스폼,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
삼보모터스,50.0,50.0,70.0,70.0,70.0,0.0,0.0,50.0,50.0
삼보산업,,,,,,,,,
삼보판지,50.0,50.0,50.0,50.0,50.0,125.0,125.0,175.0,175.0
삼부토건,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성FN리츠,,,,,,,,,
삼성SDI,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1030.0
삼성공조,80.0,100.0,90.0,100.0,80.0,60.0,80.0,80.0,80.0
삼성물산,,,,,,,,,
삼성바이오로직스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성생명,1800.0,1800.0,1200.0,2000.0,2650.0,2650.0,2500.0,3000.0,3000.0
삼성에스디에스,500.0,500.0,750.0,2000.0,2000.0,2400.0,2400.0,2400.0,3200.0
삼성엔지니어링,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성전기,750.0,500.0,500.0,750.0,1000.0,1100.0,1400.0,2100.0,2100.0
삼성전자,20000.0,21000.0,28500.0,850.0,1416.0,1416.0,2994.0,1444.0,1444.0
삼성제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성중공업,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성증권,650.0,1000.0,650.0,1000.0,1400.0,1700.0,2200.0,3800.0,1700.0
삼성출판사,100.0,130.0,110.0,150.0,100.0,100.0,200.0,200.0,200.0
삼성카드,1000.0,1500.0,1500.0,1500.0,1600.0,1600.0,1800.0,2300.0,2500.0
삼성화재,,,,,,,,,
삼아알미늄,75.0,55.0,75.0,55.0,100.0,110.0,100.0,200.0,250.0
삼아제약,200.0,200.0,250.0,250.0,250.0,300.0,300.0,250.0,400.0
삼양사,,,,,,,,,
삼양식품,100.0,50.0,150.0,0.0,0.0,0.0,800.0,1000.0,1400.0
삼양옵틱스,,,,1300.0,1100.0,1000.0,600.0,900.0,900.0
삼양통상,750.0,825.0,750.0,750.0,750.0,1000.0,1250.0,1250.0,1500.0
삼양패키징,,,,0.0,500.0,750.0,1000.0,1000.0,750.0
삼양홀딩스,1500.0,1500.0,2000.0,2000.0,2000.0,2000.0,2250.0,3000.0,3500.0
삼영,,,,,,,,,
삼영무역,200.0,275.0,275.0,275.0,300.0,350.0,500.0,550.0,600.0
삼영에스앤씨,,,,,,,0.0,0.0,0.0
삼영엠텍,0.0,80.0,90.0,50.0,60.0,100.0,150.0,70.0,50.0
삼영이엔씨,210.0,231.0,255.0,281.0,0.0,0.0,0.0,0.0,0.0
삼영전자,,,,,,,,,
삼원강재,120.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0
삼익THK,300.0,300.0,330.0,400.0,300.0,150.0,150.0,300.0,300.0
삼익악기,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
삼일,,,,,,,,,
삼일기업공사,25.0,25.0,90.0,90.0,100.0,100.0,100.0,100.0,125.0
삼일씨엔에스,4620.0,0.0,600.0,70.0,0.0,38.0,0.0,0.0,0.0
삼일제약,200.0,200.0,150.0,150.0,100.0,100.0,75.0,80.0,0.0
삼정펄프,1000.0,1250.0,1650.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0
삼지전자,0.0,0.0,0.0,120.0,140.0,140.0,300.0,400.0,450.0
삼진,,,,,,,,,
삼진엘앤디,0.0,50.0,0.0,0.0,75.0,0.0,75.0,50.0,0.0
삼진제약,500.0,600.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0
삼천당제약,75.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0
삼천리,2000.0,2500.0,2500.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
삼천리자전거,200.0,200.0,200.0,100.0,0.0,0.0,200.0,150.0,0.0
삼표시멘트,0.0,0.0,0.0,50.0,0.0,50.0,75.0,75.0,90.0
삼현철강,150.0,150.0,150.0,150.0,150.0,150.0,150.0,300.0,300.0
삼호개발,100.0,100.0,130.0,160.0,160.0,190.0,190.0,190.0,190.0
삼화네트웍스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼화왕관,1250.0,1300.0,1350.0,1400.0,1350.0,1350.0,1250.0,1250.0,1200.0
삼화전기,50.0,30.0,50.0,70.0,100.0,100.0,100.0,300.0,300.0
삼화전자,,,,,,,,,
삼화콘덴서,,,,,,,,,
삼화페인트,,,,,,,,,
상보,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상상인,0.0,0.0,0.0,0.0,0.0,200.0,0.0,100.0,100.0
상상인인더스트리,25.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
상상인증권,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상신브레이크,160.0,170.0,160.0,170.0,100.0,100.0,50.0,80.0,100.0
상신이디피,50.0,50.0,50.0,50.0,70.0,50.0,70.0,100.0,115.0
상신전자,,,,520.0,85.0,0.0,0.0,0.0,0.0
상아프론테크,107.0,140.0,140.0,140.0,160.0,160.0,160.0,200.0,200.0
상지카일룸,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
새로닉스,40.0,40.0,40.0,40.0,40.0,40.0,20.0,0.0,0.0
새론오토모티브,200.0,200.0,190.0,150.0,150.0,140.0,150.0,140.0,140.0
새빗켐,,,,,,,50.0,0.0,300.0
샌즈랩,,,,,,,0.0,0.0,0.0
샘씨엔에스,,,,,,,0.0,0.0,0.0
샘표,300.0,300.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
샘표식품,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
샤페론,,,,,,,0.0,0.0,0.0
서남,,,,0.0,0.0,0.0,0.0,0.0,0.0
서린바이오,130.0,130.0,130.0,100.0,100.0,100.0,100.0,100.0,130.0
서부T&D,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,50.0
서산,500.0,1000.0,1250.0,25.0,13.0,0.0,0.0,0.0,0.0
서암기계공업,75.0,50.0,50.0,50.0,50.0,50.0,35.0,35.0,35.0
서연,150.0,150.0,150.0,100.0,50.0,50.0,50.0,100.0,100.0
서연이화,150.0,150.0,150.0,150.0,100.0,100.0,100.0,150.0,150.0
서연탑메탈,80.0,40.0,40.0,0.0,40.0,60.0,85.0,70.0,45.0
서울가스,,,,,,,,,
서울리거,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서울바이오시스,0.0,107.0,0.0,114.0,39.0,38.0,143.0,59.0,0.0
서울식품,,,,,,,,,
서울옥션,80.0,100.0,100.0,80.0,100.0,0.0,0.0,0.0,0.0
서울전자통신,,,,,,,,,
서울제약,,,,15.0,0.0,15.0,0.0,0.0,0.0
서원,,,,,,,,,
서원인텍,500.0,600.0,660.0,300.0,300.0,300.0,350.0,350.0,400.0
서전기전,455.0,75.0,110.0,0.0,50.0,30.0,30.0,0.0,0.0
서진시스템,,,,100.0,200.0,300.0,0.0,0.0,0.0
서진오토모티브,,,,,,,,,
서플러스글로벌,0.0,0.0,70.0,75.0,40.0,0.0,30.0,50.0,50.0
서한,,,,,,,,,
서호전기,300.0,500.0,700.0,900.0,500.0,1200.0,1000.0,1000.0,1500.0
서흥,,,,,,,,,
서희건설,0.0,0.0,10.0,15.0,15.0,30.0,40.0,50.0,45.0
석경에이티,,,,,,,0.0,0.0,0.0
선광,,,,,,,,,
선도전기,10.0,20.0,20.0,20.0,20.0,25.0,5.0,0.0,0.0
선바이오,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
선익시스템,,,,0.0,100.0,100.0,100.0,0.0,0.0
선진,,,,,,,,,
선진뷰티사이언스,,,,,,,20.0,20.0,20.0
성광벤드,150.0,150.0,150.0,100.0,100.0,100.0,100.0,100.0,100.0
성도이엔지,,,,,,,,,
성문전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
성보화학,2000.0,2200.0,440.0,572.0,210.0,135.0,135.0,120.0,135.0
성신양회,0.0,0.0,0.0,0.0,150.0,150.0,150.0,200.0,200.0
성안,,,,,,,,,
성우전자,,,,,,,,,
성우테크론,25.0,0.0,0.0,0.0,50.0,75.0,40.0,40.0,40.0
성우하이텍,200.0,200.0,200.0,150.0,80.0,80.0,50.0,80.0,100.0
성일하이텍,,,,,,,0.0,0.0,0.0
성창기업지주,0.0,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,50.0,50.0,0.0,50.0,50.0,30.0,50.0,60.0,70.0
성호전자,,,,,,,,,
세경하이테크,,,,0.0,0.0,250.0,100.0,100.0,0.0
세기상사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세림B&G,,,,0.0,0.0,0.0,0.0,0.0,0.0
세명전기,80.0,80.0,80.0,80.0,80.0,80.0,70.0,70.0,70.0
세방,150.0,175.0,175.0,175.0,175.0,175.0,190.0,200.0,300.0
세방전지,300.0,350.0,350.0,400.0,500.0,500.0,500.0,600.0,600.0
세보엠이씨,125.0,175.0,200.0,250.0,300.0,150.0,200.0,250.0,500.0
세아메카닉스,,,,,,,0.0,0.0,0.0
세아베스틸지주,1000.0,1000.0,800.0,900.0,850.0,300.0,200.0,1500.0,1200.0
세아제강,,,,0.0,1800.0,2000.0,2500.0,3500.0,6000.0
세아제강지주,1500.0,1750.0,1750.0,1800.0,1800.0,1500.0,1500.0,1750.0,2250.0
세아특수강,800.0,700.0,750.0,750.0,900.0,900.0,700.0,1200.0,1000.0
세아홀딩스,1800.0,1750.0,1750.0,2000.0,2500.0,2250.0,2250.0,2750.0,4000.0
세우글로벌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세운메디칼,25.0,25.0,35.0,40.0,50.0,50.0,50.0,50.0,60.0
세원물산,75.0,75.0,75.0,75.0,50.0,25.0,25.0,25.0,25.0
세원이앤씨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세원정공,,,,,,,,,
세이브존I&C,30.0,30.0,30.0,50.0,50.0,30.0,30.0,30.0,30.0
세종공업,150.0,250.0,200.0,100.0,50.0,50.0,50.0,100.0,100.0
세종메디칼,,,,0.0,0.0,0.0,100.0,0.0,0.0
세종텔레콤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세중,,,,,,,,,
세진중공업,0.0,100.0,100.0,30.0,20.0,20.0,150.0,150.0,150.0
세진티에스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세코닉스,100.0,200.0,200.0,0.0,0.0,50.0,0.0,0.0,0.0
세토피아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세하,,,,,,,,,
세화피앤씨,25.0,30.0,50.0,,,,,,
센코,,,,,,,0.0,0.0,0.0
셀레믹스,,,,,,,0.0,0.0,0.0
셀루메드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀리드,,,,0.0,0.0,0.0,0.0,0.0,0.0
셀리버리,,,,0.0,0.0,0.0,0.0,0.0,0.0
셀바스AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀바스헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀바이오휴먼텍,,,,,,,,,
셀트리온,,,,,,,,,
셀트리온제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀피글로벌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
소니드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
소룩스,,,,,,,50.0,50.0,50.0
소마젠,,,,,,,0.0,0.0,0.0
소프트센,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
소프트캠프,0.0,0.0,0.0,,,,,,
손오공,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔고바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔루스첨단소재,,,,0.0,0.0,0.0,10.0,100.0,100.0
솔루엠,,,,0.0,0.0,0.0,0.0,0.0,0.0
솔본,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
솔브레인,,,,,,,1950.0,1950.0,2000.0
솔트룩스,,,,,,,0.0,0.0,0.0
솔트웨어,,,,,,,,,
송원산업,,,,,,,,,
쇼박스,,,,,,,,,
수산아이앤티,0.0,0.0,125.0,125.0,75.0,75.0,125.0,125.0,125.0
수산인더스트리,,,,,,,1000.0,1000.0,600.0
수산중공업,15.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0
수성샐바시온,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
수젠텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
슈어소프트테크,,,,,,,,,
슈프리마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈프리마아이디,,,,0.0,0.0,0.0,0.0,0.0,0.0
슈프리마에이치큐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슈피겐코리아,660.0,600.0,500.0,500.0,1150.0,1300.0,1200.0,840.0,560.0
스마트솔루션즈,20.0,20.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0
스맥,,,,,,,,,
스카이라이프,,,,,,,,,
스카이문스테크놀로지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스코넥,,,,,,,0.0,0.0,0.0
스킨앤스킨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스타플렉스,0.0,0.0,80.0,80.0,100.0,80.0,0.0,0.0,0.0
스톤브릿지벤처스,,,,,,,137.0,0.0,400.0
스튜디오드래곤,,,,0.0,0.0,0.0,0.0,0.0,0.0
스튜디오미르,,,,,,,0.0,0.0,0.0
스튜디오산타클로스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
스틱인베스트먼트,,,,,,,,,
스페코,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
승일,85.0,0.0,85.0,85.0,170.0,0.0,85.0,170.0,85.0
시공테크,40.0,0.0,0.0,120.0,20.0,80.0,70.0,50.0,20.0
시그네틱스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시너지이노베이션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시노펙스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시디즈,0.0,0.0,0.0,0.0,300.0,300.0,300.0,400.0,400.0
시스웍,,,,20.0,30.0,40.0,0.0,0.0,0.0
시큐브,0.0,60.0,50.0,10.0,10.0,10.0,15.0,25.0,25.0
시티랩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신대양제지,375.0,0.0,0.0,375.0,750.0,625.0,625.0,1250.0,1250.0
신도기연,,,,,,,0.0,0.0,0.0
신도리코,1500.0,1200.0,1500.0,1650.0,1600.0,1000.0,0.0,1500.0,1500.0
신라교역,300.0,200.0,250.0,500.0,500.0,500.0,500.0,500.0,500.0
신라섬유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신라에스지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신라젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신성델타테크,50.0,60.0,50.0,70.0,50.0,80.0,100.0,120.0,120.0
신성이엔지,,,,,,,,,
신성통상,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신세계,,,,,,,,,
신세계 I&C,,,,,,,,,
신세계건설,0.0,250.0,500.0,750.0,750.0,800.0,800.0,850.0,500.0
신세계인터내셔날,600.0,600.0,600.0,600.0,850.0,1100.0,220.0,300.0,500.0
신세계푸드,750.0,500.0,600.0,750.0,750.0,750.0,750.0,750.0,750.0
신송홀딩스,80.0,80.0,80.0,0.0,0.0,80.0,100.0,120.0,120.0
신스틸,,,,,,,,,
신신제약,11.0,21.0,34.0,33.0,33.0,28.0,0.0,0.0,50.0
신영와코루,1500.0,1500.0,2500.0,1500.0,1500.0,1500.0,1500.0,1500.0,150.0
신영증권,2000.0,2000.0,2200.0,2450.0,2750.0,2750.0,2500.0,4000.0,4000.0
신원,,,,,,,,,
신원종합개발,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신일전자,0.0,0.0,0.0,20.0,25.0,20.0,20.0,25.0,10.0
신일제약,120.0,120.0,140.0,140.0,140.0,150.0,100.0,100.0,100.0
신진에스엠,110.0,100.0,0.0,120.0,75.0,70.0,70.0,120.0,100.0
신테카바이오,,,,0.0,0.0,0.0,0.0,0.0,0.0
신풍,,,,,,,,,
신풍제약,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
신한서부티엔디리츠,,,,,,,120.0,89.0,156.0
신한알파리츠,,,,116.0,137.0,140.0,164.0,177.0,192.0
신한지주,950.0,1200.0,1450.0,1450.0,1600.0,1850.0,1500.0,1960.0,2065.0
신화인터텍,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
신화콘텍,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신흥,,,,,,,,,
신흥에스이씨,,,,100.0,150.0,280.0,300.0,330.0,330.0
실리콘투,,,,,,,0.0,0.0,0.0
심텍,0.0,260.0,200.0,265.0,160.0,160.0,320.0,500.0,500.0
심텍홀딩스,0.0,0.0,0.0,20.0,10.0,10.0,30.0,50.0,50.0
싸이맥스,0.0,200.0,250.0,250.0,250.0,250.0,350.0,400.0,0.0
싸이버원,,,,,,,0.0,80.0,80.0
싸이토젠,,,,0.0,0.0,0.0,0.0,0.0,0.0
쌍방울,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쌍용C&E,,,,,,,,,
쌍용정보통신,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
써니전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
썸에이지,,,,,,,,,
쎄노텍,,,,,,,,,
쎄니트,20.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,50.0
쎄트렉아이,150.0,220.0,240.0,310.0,210.0,210.0,340.0,140.0,80.0
쎌마테라퓨틱스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쎌바이오텍,150.0,400.0,550.0,550.0,600.0,600.0,450.0,450.0,450.0
쏘카,,,,,,,0.0,0.0,0.0
쏠리드,,,,,,,,,
씨씨에스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨아이에스,,,,,,,,,
씨아이테크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨앤씨인터내셔널,,,,,,,392.0,0.0,0.0
씨앤지하이테크,,,,160.0,200.0,150.0,350.0,150.0,500.0
씨앤투스,,,,,,,0.0,461.0,260.0
씨에스베어링,,,,0.0,0.0,0.0,0.0,0.0,0.0
씨에스윈드,478.0,300.0,200.0,350.0,400.0,460.0,1000.0,600.0,500.0
씨엔알리서치,,,,,,,,,
씨엔플러스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨유메디칼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨유테크,,,,,,,228.0,260.0,64.0
씨이랩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨젠,0.0,0.0,0.0,0.0,0.0,100.0,1500.0,1000.0,800.0
씨케이에이치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨큐브,100.0,100.0,120.0,120.0,130.0,150.0,100.0,120.0,180.0
씨티씨바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨티알모빌리티,,,,500.0,0.0,0.0,0.0,0.0,0.0
씨티케이,,,,,,,,,
아가방컴퍼니,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아나패스,350.0,200.0,200.0,200.0,250.0,100.0,0.0,0.0,0.0
아난티,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아남전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아리온,,,,,,,,,
아모그린텍,,,,0.0,0.0,0.0,0.0,0.0,0.0
아모레G,,,,,,,,,
아모레퍼시픽,9000.0,1350.0,1580.0,1280.0,1180.0,1000.0,800.0,980.0,680.0
아모센스,,,,,,,0.0,0.0,0.0
아모텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아미노로직스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아미코젠,120.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아바코,50.0,50.0,200.0,0.0,200.0,300.0,300.0,300.0,300.0
아바텍,200.0,100.0,200.0,200.0,200.0,100.0,100.0,0.0,0.0
아비코전자,150.0,200.0,220.0,200.0,150.0,70.0,70.0,70.0,70.0
