stock_name,2014,2015,2016,2017,2018,2019,2020,2021,2022
나노씨엠에스,,,,,,,0.0,0.0,0.0
나노엔텍,113.0,314.0,607.0,85.0,129.0,219.0,102.0,273.0,174.0
나노캠텍,292.0,0.0,0.0,416.0,57.0,760.0,140.0,517.0,620.0
나노팀,,,,,,,0.0,0.0,0.0
나라엠앤디,328.0,278.0,183.0,155.0,267.0,78.0,104.0,262.0,704.0
나래나노텍,,,,,,,266.0,2082.0,1354.0
나무가,690.0,4210.0,1462.0,13121.0,621.0,57.0,1149.0,1164.0,2119.0
나무기술,1140.0,2617.0,582.0,,,,,,
나스미디어,965.0,1202.0,1413.0,2805.0,2161.0,2362.0,2225.0,2542.0,2605.0
나우IB,,,,738.0,279.0,312.0,807.0,1332.0,881.0
나이벡,1042.0,534.0,578.0,463.0,615.0,310.0,367.0,580.0,381.0
나이스디앤비,235.0,283.0,366.0,411.0,604.0,686.0,698.0,863.0,889.0
나이스정보통신,3117.0,3174.0,3152.0,3849.0,3220.0,3212.0,1441.0,4245.0,4090.0
나인테크,,,,,,,,,
남광토건,532776.0,49520.0,219.0,174.0,582.0,394.0,1400.0,2208.0,1969.0
남선알미늄,159.0,135.0,185.0,197.0,228.0,131.0,95.0,377.0,216.0
남성,,,,,,,,,
남양유업,184.0,31486.0,43914.0,5922.0,2371.0,34527.0,62337.0,69590.0,92690.0
남해화학,379.0,427.0,300.0,560.0,175.0,335.0,502.0,452.0,986.0
남화산업,,,,24408.0,236.0,150.0,321.0,667.0,1003.0
남화토건,493.0,178.0,485.0,683.0,50.0,424.0,552.0,1080.0,1719.0
내츄럴엔도텍,1081.0,803.0,683.0,455.0,963.0,655.0,82.0,189.0,321.0
네오리진,601.0,81.0,15.0,3.0,79.0,56.0,30.0,29.0,24.0
네오셈,,,,,,,,,
네오오토,1626.0,1739.0,1502.0,525.0,736.0,317.0,450.0,834.0,997.0
네오위즈,351.0,951.0,485.0,72.0,1508.0,1133.0,2802.0,2660.0,625.0
네오위즈홀딩스,5642.0,7125.0,1669.0,592.0,2310.0,2376.0,6846.0,8825.0,9769.0
네오이뮨텍,,,,,,,0.0,0.0,0.0
네오크레마,,,,296.0,896.0,164.0,192.0,251.0,97.0
네오티스,307.0,372.0,156.0,692.0,298.0,135.0,19.0,497.0,405.0
네오팜,361.0,482.0,1094.0,1634.0,2173.0,2424.0,2318.0,2265.0,2177.0
네오펙트,,,,1064.0,1299.0,1330.0,1156.0,267.0,500.0
네온테크,,,,,,,,,
네이블,,,,,,,,,
네이처셀,50.0,29.0,64.0,0.0,0.0,0.0,308.0,486.0,142.0
네패스,391.0,389.0,865.0,310.0,1136.0,1405.0,1877.0,1721.0,3399.0
네패스아크,,,,,,,5207.0,2084.0,2109.0
넥센,,,,,,,,,
넥센타이어,1273.0,1234.0,1713.0,1226.0,1008.0,1153.0,162.0,45.0,268.0
넥스턴바이오,663.0,194.0,2024.0,625.0,519.0,539.0,76.0,138.0,138.0
넥스트아이,474.0,348.0,223.0,23.0,114.0,119.0,570.0,242.0,62.0
넥스트칩,,,,,,,0.0,0.0,0.0
넥슨게임즈,0.0,7.0,15.0,29.0,539.0,710.0,916.0,279.0,110.0
넵튠,,,,,,,,,
넷마블,,,,,,,,,
노랑풍선,,,,2859.0,1201.0,352.0,1238.0,713.0,1567.0
노루페인트,750.0,1600.0,464.0,1439.0,623.0,923.0,879.0,706.0,564.0
노루홀딩스,2283.0,6182.0,1046.0,4114.0,785.0,439.0,1343.0,153.0,2391.0
노바렉스,680.0,1288.0,1205.0,1061.0,1204.0,1850.0,3162.0,1660.0,1206.0
노바텍,,,,1103.0,1748.0,1096.0,4993.0,4060.0,1639.0
노블엠앤비,428.0,840.0,2395.0,947.0,984.0,53.0,5110.0,1187.0,1836.0
노을,,,,,,,1348.0,1571.0,1243.0
녹십자,7260.0,8213.0,5451.0,4665.0,3017.0,319.0,7101.0,10796.0,5735.0
녹십자엠에스,488.0,76.0,198.0,142.0,1126.0,1468.0,319.0,1006.0,173.0
녹십자웰빙,,,,312.0,431.0,400.0,86.0,378.0,451.0
녹십자홀딩스,1245.0,1439.0,1039.0,955.0,406.0,65.0,3793.0,1222.0,727.0
녹원씨엔아이,,,,,,,,,
농심,11241.0,20291.0,34464.0,15678.0,14577.0,12277.0,25682.0,17263.0,20081.0
농심홀딩스,5530.0,10264.0,17111.0,8765.0,10077.0,7887.0,14746.0,10581.0,7353.0
농우바이오,1130.0,36.0,528.0,651.0,1850.0,436.0,586.0,432.0,616.0
누리플랜,2219.0,109.0,536.0,6.0,113.0,665.0,497.0,146.0,1307.0
누리플렉스,132.0,385.0,554.0,498.0,1002.0,708.0,252.0,773.0,55.0
누보,,,,,,,,,
뉴로메카,,,,,,,1241.0,916.0,953.0
뉴보텍,15.0,38.0,25.0,39.0,74.0,66.0,171.0,248.0,75.0
뉴인텍,91.0,43.0,228.0,228.0,238.0,57.0,13.0,12.0,320.0
뉴지랩파마,630.0,714.0,185.0,742.0,506.0,127.0,834.0,1662.0,2201.0
뉴트리,,,,349.0,313.0,1056.0,2168.0,2114.0,559.0
뉴파워프라즈마,899.0,1366.0,1685.0,2253.0,1625.0,135.0,1044.0,562.0,619.0
뉴프렉스,171.0,146.0,214.0,300.0,343.0,455.0,439.0,105.0,595.0
다날,141.0,8.0,16.0,229.0,57.0,434.0,264.0,843.0,229.0
다보링크,,,,,,,,,
다산네트웍스,155.0,289.0,1926.0,80.0,941.0,51.0,414.0,220.0,5509.0
다산솔루에타,251.0,851.0,313.0,1.0,1147.0,207.0,755.0,433.0,290.0
다스코,,,,,,,,,
다올투자증권,1012.0,379.0,458.0,447.0,411.0,681.0,1162.0,2669.0,1019.0
다우기술,1037.0,2382.0,2254.0,2648.0,2551.0,4283.0,6370.0,8693.0,8634.0
다우데이타,751.0,2479.0,606.0,935.0,863.0,1782.0,2510.0,3838.0,5319.0
다원시스,532.0,656.0,296.0,284.0,329.0,161.0,560.0,609.0,4551.0
다이나믹디자인,1761.0,141.0,1558.0,1217.0,1523.0,189.0,394.0,4912.0,9676.0
대교,,,,,,,,,
대구백화점,648.0,341.0,713.0,2148.0,3904.0,2601.0,2301.0,701.0,2235.0
대덕,,,,,,,,,
대덕전자,,,,,,,170.0,1309.0,3570.0
대동,,,,,,,,,
대동금속,,,,,,,,,
대동기어,157.0,987.0,3068.0,80.0,234.0,65.0,260.0,530.0,470.0
대동스틸,43.0,480.0,435.0,620.0,5.0,32.0,20.0,1463.0,463.0
대동전자,,,,,,,,,
대륙제관,522.0,810.0,912.0,605.0,228.0,337.0,757.0,478.0,610.0
대림B&Co,,,,,,,,,
대림제지,718.0,1316.0,377.0,73.0,287.0,0.0,0.0,0.0,2741.0
대림통상,104.0,245.0,21.0,285.0,74.0,765.0,838.0,19.0,252.0
대명소노시즌,124.0,53.0,15.0,111.0,79.0,632.0,54.0,225.0,182.0
대명에너지,,,,,,,2066.0,1583.0,1607.0
대모,,,,8304.0,13226.0,233.0,40.0,554.0,155.0
대보마그네틱,,,,1508.0,628.0,593.0,178.0,688.0,2941.0
대봉엘에스,491.0,645.0,757.0,644.0,561.0,517.0,526.0,619.0,545.0
대상,2575.0,1618.0,1794.0,1467.0,1801.0,2976.0,3473.0,4001.0,2306.0
대상홀딩스,981.0,658.0,773.0,699.0,632.0,2066.0,2360.0,1450.0,868.0
대성미생물,5375.0,11975.0,11828.0,4099.0,834.0,650.0,399.0,227.0,448.0
대성산업,,,,,,,,,
대성에너지,461.0,499.0,508.0,540.0,469.0,474.0,514.0,435.0,28.0
대성창투,83.0,86.0,58.0,13.0,40.0,4.0,33.0,191.0,20.0
대성파인텍,662.0,790.0,143.0,76.0,95.0,39.0,52.0,31.0,101.0
대성하이텍,,,,,,,,,
대성홀딩스,,,,,,,,,
대신정보통신,10.0,31.0,36.0,43.0,22.0,41.0,39.0,44.0,53.0
대신증권,574.0,1893.0,1027.0,1615.0,1961.0,1310.0,2119.0,9323.0,1750.0
대아티아이,70.0,73.0,149.0,99.0,91.0,30.0,92.0,102.0,119.0
대양금속,1469.0,1450.0,325.0,751.0,401.0,230.0,45.0,481.0,252.0
대양전기공업,1505.0,1809.0,1737.0,1256.0,1350.0,1334.0,1486.0,951.0,804.0
대양제지,2858.0,8036.0,1492.0,10.0,1439.0,1070.0,153.0,346.0,97.0
대영포장,64.0,68.0,103.0,29.0,104.0,100.0,100.0,32.0,97.0
대우건설,322.0,258.0,1791.0,630.0,727.0,508.0,691.0,1180.0,1227.0
대우부품,9.0,29.0,52.0,63.0,24.0,52.0,76.0,1.0,184.0
대우조선해양,52568.0,138229.0,126098.0,7141.0,2998.0,655.0,584.0,16072.0,16493.0
대웅,,,,,,,,,
대웅제약,5658.0,3056.0,4160.0,3060.0,1468.0,2132.0,1196.0,2227.0,3816.0
대원,,,,,,,,,
대원강업,200.0,305.0,619.0,351.0,281.0,258.0,104.0,111.0,304.0
대원미디어,130.0,316.0,89.0,507.0,169.0,90.0,339.0,470.0,464.0
대원산업,,,,,,,,,
대원전선,20.0,50.0,28.0,10.0,18.0,12.0,32.0,18.0,18.0
대원제약,924.0,1010.0,1159.0,571.0,1226.0,1409.0,894.0,339.0,1510.0
대원화성,,,,,,,,,
대유,,,,,,,,,
대유에이텍,,,,,,,,,
대유에이피,,,,813.0,981.0,733.0,530.0,743.0,2066.0
대유플러스,,,,,,,,,
대정화금,1125.0,1286.0,1244.0,1210.0,1501.0,855.0,1256.0,1177.0,1916.0
대주산업,43.0,39.0,55.0,77.0,48.0,51.0,98.0,108.0,123.0
대주전자재료,759.0,579.0,80.0,604.0,27.0,65.0,345.0,1540.0,67.0
대창,69.0,582.0,120.0,166.0,128.0,66.0,85.0,338.0,48.0
대창단조,9275.0,7858.0,6972.0,4295.0,4212.0,5197.0,502.0,1028.0,1417.0
대창솔루션,1173.0,206.0,814.0,868.0,116.0,39.0,170.0,84.0,44.0
대창스틸,,,,,,,,,
대한과학,121.0,217.0,255.0,142.0,242.0,165.0,237.0,524.0,657.0
대한광통신,581.0,29.0,268.0,268.0,318.0,159.0,372.0,666.0,42.0
대한뉴팜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대한방직,10838.0,6627.0,3851.0,1808.0,2370.0,3651.0,746.0,433.0,1448.0
대한약품,1737.0,2296.0,2943.0,4139.0,4753.0,4694.0,2897.0,3778.0,4171.0
대한유화,10318.0,32463.0,44062.0,34701.0,41679.0,17218.0,20603.0,24277.0,24134.0
대한전선,0.0,0.0,0.0,47.0,3.0,14.0,3.0,33.0,18.0
대한제강,37.0,1587.0,1765.0,1370.0,761.0,1340.0,2193.0,7071.0,6605.0
대한제당,760.0,2245.0,2747.0,1230.0,1124.0,1717.0,2625.0,220.0,276.0
대한제분,21885.0,20293.0,16283.0,30644.0,30882.0,10196.0,12494.0,51283.0,24697.0
대한항공,10629.0,7968.0,7639.0,8946.0,1756.0,6557.0,1675.0,1743.0,4787.0
대한해운,,,,,,,,,
대한화섬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대현,,,,,,,,,
대호에이엘,494.0,37.0,83.0,184.0,28.0,130.0,24.0,60.0,114.0
대호특수강,33.0,51.0,114.0,62.0,29.0,10.0,320.0,997.0,632.0
대화제약,6.0,221.0,211.0,716.0,376.0,600.0,116.0,127.0,58.0
더네이쳐홀딩스,,,,,,,2879.0,4009.0,4717.0
더메디팜,958.0,683.0,490.0,145.0,526.0,195.0,269.0,119.0,591.0
더블유게임즈,163524.0,2527.0,2952.0,2204.0,5279.0,6541.0,6634.0,7391.0,7815.0
더블유씨피,,,,,,,430652.0,566.0,1940.0
더블유에스아이,,,,,,,,,
더존비즈온,389.0,720.0,949.0,1319.0,1441.0,1684.0,1830.0,1704.0,676.0
더코디,0.0,38.0,92.0,46.0,89.0,41.0,41.0,61.0,4853.0
덕산테코피아,,,,0.0,0.0,0.0,695.0,952.0,885.0
덕산하이메탈,1659.0,676.0,373.0,407.0,609.0,563.0,765.0,751.0,134.0
덕성,,,,,,,,,
덕신하우징,1019.0,142.0,1579.0,227.0,223.0,39.0,188.0,78.0,220.0
덕양산업,103.0,23.0,98.0,23.0,6.0,425.0,182.0,191.0,487.0
덕우전자,,,,2046.0,192.0,556.0,640.0,266.0,621.0
데브시스터즈,3772.0,90.0,1006.0,1600.0,1814.0,1335.0,591.0,5918.0,632.0
데이타솔루션,,,,,,,,,
덱스터,747.0,358.0,242.0,1580.0,121.0,318.0,122.0,38.0,261.0
덴티스,,,,387.0,116.0,41.0,,,
덴티움,2208.0,2383.0,3256.0,3686.0,3972.0,1714.0,2614.0,6434.0,9980.0
도이치모터스,,,,,,,,,
도화엔지니어링,92.0,538.0,38.0,352.0,409.0,519.0,535.0,451.0,47.0
동구바이오제약,,,,1482.0,489.0,1585.0,969.0,330.0,238.0
동국S&C,198.0,416.0,0.0,131.0,119.0,171.0,63.0,302.0,141.0
동국산업,322.0,398.0,480.0,383.0,204.0,263.0,127.0,382.0,125.0
동국알앤에스,97.0,63.0,104.0,137.0,166.0,140.0,173.0,161.0,214.0
동국제강,3708.0,2556.0,656.0,49.0,3157.0,725.0,700.0,5888.0,4474.0
동남합성,2288.0,3462.0,5866.0,1124.0,4429.0,4926.0,2763.0,3271.0,2983.0
동방,,,,,,,,,
동방선기,146.0,84.0,207.0,275.0,178.0,73.0,69.0,78.0,95.0
동방아그로,653.0,491.0,506.0,510.0,529.0,555.0,569.0,570.0,546.0
동부건설,,,,,,,,,
동서,,,,,,,,,
동성제약,589.0,23.0,83.0,10.0,258.0,364.0,600.0,185.0,92.0
동성케미컬,203.0,508.0,846.0,223.0,73.0,128.0,152.0,371.0,742.0
동성화인텍,871.0,531.0,366.0,1162.0,459.0,634.0,808.0,961.0,295.0
동신건설,840.0,840.0,840.0,1273.0,117.0,100.0,230.0,35.0,722.0
동아쏘시오홀딩스,397.0,10560.0,29311.0,5311.0,26714.0,3220.0,26725.0,9768.0,1784.0
동아에스티,4966.0,6192.0,1268.0,639.0,949.0,8404.0,3212.0,1519.0,1606.0
동아엘텍,841.0,945.0,2266.0,1044.0,1563.0,1111.0,943.0,432.0,151.0
동아지질,377.0,404.0,1007.0,1514.0,1658.0,1686.0,181.0,412.0,1690.0
동아타이어,,,,15.0,1178.0,1799.0,971.0,1204.0,1747.0
동아화성,670.0,287.0,953.0,591.0,425.0,684.0,170.0,837.0,1017.0
동양,3400.0,2636.0,111.0,78.0,16.0,2.0,118.0,81.0,23.0
동양고속,4419.0,5963.0,2697.0,552.0,464.0,12104.0,6230.0,9142.0,4899.0
동양생명,1592.0,1547.0,118.0,1327.0,351.0,739.0,825.0,1768.0,475.0
동양에스텍,356.0,196.0,420.0,333.0,25.0,199.0,272.0,936.0,257.0
동양이엔피,1375.0,2295.0,2023.0,1120.0,652.0,3317.0,3138.0,2253.0,2921.0
동양철관,152.0,28.0,176.0,354.0,73.0,15.0,59.0,32.0,33.0
동양파일,607.0,1548.0,1498.0,412.0,319.0,762.0,330.0,119.0,245.0
동양피스톤,,,,906.0,874.0,753.0,580.0,581.0,198.0
동우팜투테이블,73.0,366.0,569.0,730.0,705.0,102.0,90.0,425.0,629.0
동운아나텍,1077.0,1450.0,230.0,257.0,694.0,548.0,56.0,945.0,507.0
동원F&B,15350.0,14730.0,13901.0,13313.0,14699.0,17015.0,20194.0,18009.0,23534.0
동원개발,,,,,,,,,
동원금속,196.0,187.0,166.0,59.0,330.0,487.0,364.0,602.0,485.0
동원산업,,,,,,,,,
동원수산,1912.0,93.0,212.0,1318.0,384.0,1304.0,701.0,1604.0,1328.0
동원시스템즈,92.0,1274.0,2375.0,2375.0,2759.0,2079.0,2003.0,1499.0,2470.0
동일고무벨트,1568.0,1567.0,1458.0,82.0,771.0,620.0,524.0,436.0,561.0
동일금속,1080.0,1150.0,549.0,581.0,1466.0,2420.0,778.0,1783.0,1646.0
동일기연,,,,,,,,,
동일산업,,,,,,,,,
동일제강,6315.0,578.0,317.0,91.0,9.0,74.0,20.0,542.0,169.0
동일철강,,,,,,,,,
동진쎄미켐,242.0,443.0,550.0,900.0,928.0,1138.0,1658.0,2008.0,3102.0
동화기업,,,,,,,,,
동화약품,177.0,202.0,949.0,1700.0,365.0,341.0,1033.0,647.0,736.0
두산,3106.0,20292.0,9972.0,1909.0,5955.0,21900.0,31092.0,11890.0,39132.0
두산밥캣,674.0,1482.0,2089.0,2726.0,2641.0,2716.0,2466.0,3845.0,6421.0
두산에너빌리티,1082.0,10631.0,1777.0,2908.0,4807.0,2620.0,4279.0,1090.0,1249.0
두산테스나,695.0,620.0,110.0,1348.0,2433.0,2709.0,2260.0,2776.0,3080.0
두산퓨얼셀,,,,0.0,0.0,165.0,203.0,106.0,47.0
두올,169.0,717.0,817.0,416.0,435.0,374.0,162.0,492.0,224.0
듀오백,341.0,307.0,503.0,120.0,292.0,257.0,66.0,370.0,334.0
드래곤플라이,,,,,,,,,
드림시큐리티,,,,,,,,,
드림씨아이에스,,,,,,,978.0,575.0,776.0
드림어스컴퍼니,91.0,20.0,321.0,388.0,420.0,856.0,406.0,283.0,480.0
드림텍,,,,,,,,,
디딤이앤에프,0.0,13.0,20.0,77.0,76.0,39.0,789.0,160.0,203.0
디모아,,,,,,,,,
디바이스이엔지,,,,0.0,0.0,0.0,0.0,4526.0,1560.0
디스플레이텍,906.0,853.0,226.0,268.0,170.0,316.0,228.0,344.0,435.0
디씨엠,,,,,,,,,
디아이,,,,,,,,,
디아이씨,,,,,,,,,
디아이티,,,,733.0,455.0,713.0,81.0,80.0,508.0
디아크,0.0,0.0,0.0,0.0,435.0,114.0,2074.0,65.0,85.0
디알젬,,,,413.0,466.0,485.0,1786.0,1123.0,1306.0
디알텍,,,,,,,,,
디앤디플랫폼리츠,,,,,,,210.0,87.0,46.0
디앤씨미디어,,,,396.0,410.0,553.0,890.0,1271.0,473.0
디어유,,,,,,,1325.0,0.0,0.0
디에스앤엘,592.0,621.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0
디에스케이,,,,,,,,,
디에이테크놀로지,711.0,561.0,660.0,177.0,246.0,392.0,1989.0,662.0,1012.0
디에이피,93.0,412.0,131.0,283.0,403.0,54.0,282.0,195.0,571.0
디엔에이링크,877.0,1530.0,1563.0,46.0,350.0,1151.0,1005.0,311.0,460.0
디엔에프,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,1083.0,499.0
디오,319.0,751.0,1410.0,595.0,379.0,1483.0,759.0,1932.0,1380.0
디와이,,,,,,,,,
디와이디,0.0,2.0,0.0,126.0,70.0,51.0,180.0,521.0,30.0
디와이씨,,,,,,,,,
디와이파워,92.0,152.0,870.0,2767.0,2311.0,1729.0,2303.0,2814.0,1618.0
디와이피엔에프,362.0,150.0,36.0,260.0,1056.0,2212.0,2716.0,499.0,1159.0
디이엔티,276.0,468.0,752.0,360.0,1304.0,768.0,778.0,62.0,375.0
디젠스,5.0,95.0,106.0,327.0,358.0,91.0,187.0,115.0,64.0
디지아이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디지캡,0.0,0.0,0.0,397.0,201.0,185.0,164.0,9.0,104.0
디지털대성,268.0,283.0,418.0,376.0,305.0,762.0,445.0,662.0,673.0
디지틀조선,97.0,135.0,125.0,142.0,139.0,92.0,49.0,74.0,75.0
디케이락,743.0,512.0,332.0,62.0,685.0,1029.0,14.0,1065.0,685.0
디케이앤디,,,,289.0,570.0,365.0,468.0,136.0,480.0
디케이티,,,,,,,,,
디티앤씨,0.0,0.0,0.0,387.0,151.0,345.0,494.0,112.0,124.0
디티앤씨알오,,,,,,,435.0,1122.0,1034.0
딜리,118.0,195.0,143.0,88.0,89.0,74.0,20.0,110.0,94.0
딥노이드,,,,,,,2216.0,1054.0,574.0
라닉스,,,,211.0,110.0,17.0,241.0,277.0,512.0
라온시큐어,46.0,22.0,54.0,106.0,117.0,66.0,310.0,171.0,172.0
라온테크,,,,,,,,,
라온텍,,,,,,,0.0,0.0,0.0
라온피플,,,,748.0,772.0,989.0,389.0,589.0,22.0
라이온켐텍,650.0,1173.0,1097.0,251.0,104.0,600.0,427.0,483.0,493.0
라이콤,,,,,,,,,
라이트론,0.0,0.0,0.0,449.0,3423.0,276.0,1134.0,376.0,29.0
라이프시맨틱스,,,,,,,1187.0,634.0,329.0
라파스,217.0,819.0,155.0,802.0,570.0,18.0,542.0,578.0,988.0
락앤락,277.0,231.0,867.0,40748.0,561.0,302.0,219.0,311.0,307.0
래몽래인,1507.0,5525.0,352.0,5143.0,679.0,592.0,714.0,465.0,1017.0
램테크놀러지,320.0,181.0,286.0,81.0,131.0,276.0,187.0,237.0,436.0
랩지노믹스,663.0,384.0,85.0,404.0,445.0,93.0,3896.0,7470.0,1429.0
러셀,,,,,,,,,
레드캡투어,2012.0,1655.0,1384.0,1051.0,1711.0,2699.0,1369.0,1485.0,2589.0
레몬,,,,0.0,0.0,0.0,0.0,0.0,0.0
레이,,,,216.0,960.0,1915.0,594.0,1.0,541.0
레이언스,256.0,1150.0,943.0,893.0,973.0,933.0,122.0,919.0,1401.0
레이저쎌,,,,,,,0.0,0.0,539.0
레이크머티리얼즈,,,,,,,,,
레인보우로보틱스,,,,,,,109.0,497.0,356.0
로보로보,,,,,,,,,
로보스타,276.0,1229.0,864.0,973.0,131.0,463.0,1356.0,168.0,337.0
로보티즈,,,,246.0,241.0,221.0,12.0,65.0,22.0
로스웰,0.0,0.0,344.0,333.0,141.0,25.0,538.0,34.0,448.0
로지시스,244.0,74.0,62.0,71.0,79.0,106.0,50.0,215.0,21.0
로체시스템즈,335.0,215.0,502.0,227.0,91.0,80.0,562.0,634.0,1358.0
롯데관광개발,31.0,1747.0,43.0,74.0,2199.0,204.0,1183.0,2895.0,3136.0
롯데렌탈,3646.0,1607.0,3568.0,2357.0,2680.0,2692.0,1562.0,3687.0,2577.0
롯데리츠,,,,0.0,0.0,0.0,0.0,0.0,0.0
롯데손해보험,39.0,96.0,218.0,540.0,666.0,325.0,87.0,379.0,214.0
롯데쇼핑,17391.0,13393.0,5257.0,5102.0,19786.0,31705.0,27800.0,10363.0,11772.0
롯데에너지머티리얼즈,0.0,0.0,1003.0,1026.0,897.0,962.0,927.0,1361.0,950.0
롯데웰푸드,,,,482.0,2192.0,5936.0,6392.0,5442.0,6160.0
롯데정밀화학,2402.0,3685.0,1710.0,3503.0,8438.0,6611.0,7805.0,22986.0,5738.0
롯데정보통신,,,,187.0,2205.0,3720.0,1975.0,2291.0,2015.0
롯데지주,203.0,5345.0,4911.0,7625.0,2713.0,5028.0,2775.0,4315.0,2387.0
롯데칠성,,,,,,,,,
롯데케미칼,4359.0,29458.0,54488.0,65625.0,46074.0,20860.0,4623.0,38911.0,1802.0
롯데하이마트,4085.0,4515.0,5144.0,6288.0,3620.0,4232.0,1217.0,2462.0,22817.0
루닛,,,,,,,23486.0,11944.0,3747.0
루멘스,,,,,,,,,
루트로닉,152.0,573.0,542.0,383.0,285.0,826.0,615.0,1096.0,1771.0
룽투코리아,0.0,0.0,0.0,691.0,366.0,67.0,113.0,299.0,1140.0
리노스,166.0,434.0,82.0,138.0,65.0,11.0,141.0,22.0,63.0
리더스 기술투자,50.0,50.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
리더스코스메틱,913.0,886.0,273.0,346.0,499.0,3208.0,1313.0,219.0,37.0
리드코프,1457.0,1531.0,1237.0,1358.0,1203.0,1552.0,1780.0,1570.0,1250.0
리메드,,,,146.0,1573.0,832.0,306.0,123.0,653.0
리파인,,,,,,,61797.0,1230.0,1095.0
린드먼아시아,,,,232.0,281.0,313.0,377.0,398.0,267.0
링네트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
링크제니시스,64146.0,37126.0,1176.0,1731.0,226.0,59.0,55.0,394.0,172.0
마니커,258.0,189.0,9.0,95.0,88.0,110.0,1037.0,1216.0,16.0
마니커에프앤지,,,,0.0,0.0,0.0,310.0,13.0,16.0
마스턴프리미어리츠,,,,,,,4.0,851.0,34.0
마음AI,,,,,,,0.0,0.0,0.0
마이크로디지탈,,,,0.0,0.0,0.0,2330.0,1036.0,598.0
마이크로컨텍솔,1008.0,421.0,20.0,430.0,529.0,106.0,135.0,904.0,848.0
마이크로투나노,,,,,,,,,
마크로젠,344.0,1140.0,487.0,1049.0,262.0,350.0,9002.0,114.0,2212.0
만호제강,1671.0,2238.0,1279.0,1357.0,870.0,350.0,420.0,290.0,2168.0
매일홀딩스,1907.0,2129.0,3175.0,62.0,1930.0,1728.0,154.0,3575.0,520.0
매커스,0.0,323.0,109.0,648.0,689.0,368.0,650.0,2076.0,1854.0
맥스트,,,,,,,0.0,0.0,791.0
맥쿼리인프라,,,,,,,,,
맵스리얼티1,,,,,,,,,
머큐리,,,,369.0,1112.0,158.0,556.0,383.0,36.0
멀티캠퍼스,1759.0,1755.0,2176.0,2079.0,2946.0,3162.0,1690.0,3439.0,5106.0
메가스터디,6159.0,24986.0,295.0,139.0,1915.0,1069.0,1786.0,2145.0,1493.0
메가엠디,2648.0,517.0,91.0,134.0,53.0,19.0,224.0,301.0,96.0
메드팩토,,,,679.0,5669.0,1632.0,1249.0,832.0,1705.0
메디아나,600.0,991.0,927.0,467.0,378.0,786.0,1311.0,550.0,664.0
메디앙스,493.0,518.0,246.0,517.0,275.0,3302.0,349.0,378.0,1022.0
메디콕스,77.0,165.0,47.0,592.0,80.0,89.0,1238.0,1808.0,2018.0
메디톡스,8108.0,7926.0,11132.0,13256.0,13250.0,4830.0,5337.0,16083.0,5766.0
메디포스트,257.0,376.0,696.0,61.0,130.0,911.0,122.0,43.0,190.0
메디프론,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
메리츠금융지주,971.0,1450.0,1799.0,2596.0,2169.0,2797.0,3596.0,5932.0,8406.0
메쎄이상,,,,,,,,,
메이슨캐피탈,698.0,528.0,42.0,89.0,10.0,37.0,69.0,21.0,11.0
메지온,337.0,560.0,1762.0,2000.0,2273.0,2685.0,532.0,510.0,1358.0
메카로,,,,3719.0,2888.0,834.0,168.0,816.0,4453.0
메타랩스,278.0,2351.0,2001.0,2134.0,307.0,501.0,1383.0,925.0,180.0
메타바이오메드,286.0,39.0,30.0,191.0,49.0,237.0,178.0,416.0,115.0
멕아이씨에스,10.0,725.0,333.0,363.0,505.0,267.0,3841.0,607.0,170.0
멜파스,1551.0,2260.0,70.0,1489.0,1514.0,554.0,475.0,385.0,389.0
명문제약,42.0,868.0,328.0,320.0,41.0,836.0,944.0,203.0,233.0
명성티엔에스,,,,1194.0,323.0,79.0,2387.0,778.0,967.0
명신산업,,,,,,,,,
모나리자,155.0,133.0,149.0,113.0,50.0,66.0,217.0,89.0,66.0
모나미,204.0,284.0,299.0,146.0,33.0,94.0,4.0,827.0,166.0
모다이노칩,1600.0,1005.0,926.0,1085.0,347.0,77.0,133.0,144.0,1.0
모델솔루션,,,,,,,803.0,1391.0,1370.0
모두투어,1278.0,980.0,1430.0,1379.0,695.0,185.0,3703.0,1012.0,932.0
모두투어리츠,284.0,4.0,138.0,0.0,0.0,0.0,152.0,275.0,1342.0
모바일어플라이언스,16.0,230.0,385.0,104.0,64.0,89.0,84.0,77.0,65.0
모베이스,,,,,,,,,
모베이스전자,901.0,590.0,597.0,1508.0,507.0,438.0,331.0,131.0,97.0
모비데이즈,,,,,,,,,
모비릭스,,,,,,,1098.0,1083.0,589.0
모비스,,,,,,,,,
모아데이타,,,,,,,879.0,57.0,57.0
모아텍,492.0,126.0,161.0,406.0,114.0,91.0,272.0,162.0,162.0
모코엠시스,,,,,,,,,
모토닉,743.0,403.0,955.0,971.0,391.0,514.0,679.0,548.0,988.0
모트렉스,,,,4545.0,53.0,1413.0,517.0,298.0,1580.0
